tau_cmd_surge,tau_cmd_sway,tau_cmd_yaw,alpha_VSP2,alpha_VSP1,u_BT,u_VSP1,u_VSP2,L2,PosXLeft,PosYLeft,R2,eta_hat_x,eta_hat_y,eta_hat_psi,eta_m_psi,eta_m_x,eta_m_y,nu_hat_x,nu_hat_y,nu_hat_psi,b_hat_x,b_hat_y,b_hat_psi
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.513554,-4.782324,-5.472280,-2.598120,4.164014,0.772041,-0.026042,0.003226,-0.002742,0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.513757,-4.782491,-5.472308,-2.598120,4.164014,0.772041,-0.026031,0.003227,-0.002724,0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.513960,-4.782657,-5.472335,-2.598120,4.164014,0.772041,-0.026020,0.003228,-0.002705,0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.514163,-4.782824,-5.472363,-2.598120,4.164014,0.772041,-0.026009,0.003229,-0.002687,0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.514365,-4.782990,-5.472390,-2.598120,4.164014,0.772041,-0.025999,0.003230,-0.002669,0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.514568,-4.783156,-5.472417,-2.598120,4.164014,0.772041,-0.025988,0.003231,-0.002651,0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.514770,-4.783322,-5.472443,-2.598120,4.164014,0.772041,-0.025977,0.003232,-0.002633,0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.514973,-4.783489,-5.472470,-2.598120,4.164014,0.772041,-0.025967,0.003233,-0.002615,0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.515175,-4.783655,-5.472496,-2.598120,4.164014,0.772041,-0.025956,0.003234,-0.002598,0.000000,0.000000,0.000000
-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,-26.515378,-4.783821,-5.472522,-2.598120,4.164014,0.772041,-0.025945,0.003235,-0.002580,0.000000,0.000000,0.000000
